step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_time;step_waiting
924524603;38;3;103;121;Okt 45;0.83;146.42;0.02;65;21953.00;0
924524605;38;2;103;121;Okt 16;0.81;146.42;0.02;65;21954.00;0
924524607;39;4;104;121;Okt 15;0.83;149.69;0.02;65;21955.00;0
924524610;39;3;104;121;Okt 17;0.83;149.69;0.02;65;21956.00;0
924524613;39;4;104;121;Sep 93;0.81;149.69;0.02;65;21957.00;0
924524615;40;5;105;121;Sep 58;0.78;151.53;0.02;65;21958.00;0
924524618;43;4;105;121;Sep 94;0.83;153.88;0.02;62;21959.00;0
924524620;43;0;105;121;Sep 95;0.80;153.88;0.02;62;21960.00;0
924524622;43;0;105;121;10. Jul;0.82;153.88;0.02;62;21961.00;0
924524624;43;0;105;121;Okt 30;0.83;153.88;0.02;62;21962.00;0
924524626;44;0;105;121;Okt 81;0.87;153.34;0.02;61;21963.00;0
924524628;44;0;105;121;Okt 86;0.88;153.34;0.02;61;21964.00;0
924524629;44;0;105;121;Okt 85;0.87;153.34;0.02;61;21965.00;0
924524632;46;0;105;121;11. Dez;0.88;153.83;0.02;59;21966.00;0
924524634;46;1;106;121;Okt 84;0.85;153.83;0.02;60;21967.00;0
924524636;46;0;106;121;11. Aug;0.87;153.83;0.02;60;21968.00;0
924524639;46;2;108;121;Okt 81;0.85;153.83;0.02;62;21969.00;0
924524641;46;2;110;121;Okt 55;0.83;153.83;0.02;64;21970.00;0
924524643;47;0;110;121;Okt 87;0.86;157.26;0.02;63;21971.00;0
924524645;47;0;110;121;Okt 80;0.86;157.26;0.02;63;21972.00;0
924524647;47;1;111;121;Okt 53;0.85;157.26;0.02;64;21973.00;0
924524649;47;0;111;121;Okt 55;0.85;157.26;0.02;64;21974.00;0
924524651;47;0;111;121;Okt 62;0.86;157.26;0.02;64;21975.00;0
924524653;48;0;111;121;Okt 95;0.88;158.52;0.02;63;21976.00;0
924524655;48;0;111;121;Okt 98;0.88;158.52;0.02;63;21977.00;0
924524656;48;1;111;121;Okt 77;0.85;158.52;0.02;63;21978.00;0
924524658;48;2;111;121;Okt 54;0.85;158.52;0.02;63;21979.00;0
924524660;48;3;112;121;Okt 24;0.83;158.52;0.02;64;21980.00;0
924524663;49;2;112;121;Okt 43;0.84;161.94;0.02;63;21981.00;0
924524665;50;2;112;121;Okt 73;0.87;159.66;0.02;62;21982.00;0
924524667;50;2;112;121;Okt 43;0.84;159.66;0.02;62;21983.00;0
924524669;50;2;112;121;Okt 33;0.84;159.66;0.02;62;21984.00;0
924524671;50;2;112;121;Okt 33;0.81;159.66;0.02;62;21985.00;0
924524672;50;2;112;121;Okt 40;0.82;159.66;0.02;62;21986.00;0
924524674;50;3;112;121;Okt 38;0.83;159.66;0.02;62;21987.00;0
924524676;51;3;112;121;Okt 23;0.81;156.88;0.02;61;21988.00;0
924524678;51;4;113;121;10.00;0.81;156.88;0.02;62;21989.00;0
924524680;51;4;114;121;Sep 55;0.79;156.88;0.02;63;21990.00;0
924524682;51;3;114;121;Sep 59;0.78;156.88;0.02;63;21991.00;0
924524684;51;4;114;121;Sep 62;0.78;156.88;0.02;63;21992.00;0
924524686;52;4;114;121;Sep 51;0.78;157.29;0.02;62;21993.00;0
924524688;52;7;117;121;09. Okt;0.74;157.29;0.02;65;21994.00;0
924524690;52;6;118;121;Sep 19;0.74;157.29;0.02;66;21995.00;0
924524693;53;5;118;121;Sep 45;0.77;157.09;0.02;65;21996.00;0
924524695;54;6;118;121;Sep 58;0.78;159.11;0.02;64;21997.00;0
924524697;54;6;118;121;Sep 47;0.78;159.11;0.02;64;21998.00;0
924524699;54;6;118;121;Sep 42;0.77;159.11;0.02;64;21999.00;0
924524701;54;8;119;121;Sep 45;0.78;159.11;0.02;65;22000.00;0
924524703;54;8;119;121;Sep 17;0.76;159.11;0.02;65;22001.00;0
924524705;54;8;119;121;Sep 15;0.78;159.11;0.02;65;22002.00;0
924524706;55;9;120;121;Sep 13;0.76;158.58;0.02;65;22003.00;0
924524709;55;8;120;121;Sep 25;0.77;158.58;0.02;65;22004.00;0
924524711;55;5;120;121;Sep 13;0.74;158.58;0.02;65;22005.00;0
924524713;55;6;120;121;09. Mrz;0.75;158.58;0.02;65;22006.00;0
924524715;56;7;120;121;09. Sep;0.76;160.41;0.02;64;22007.00;0
924524716;56;7;120;121;09. Jun;0.75;160.41;0.02;64;22008.00;0
924524718;57;7;120;121;Sep 37;0.76;160.28;0.02;63;22009.00;0
924524720;58;7;120;121;Sep 51;0.78;163.10;0.02;62;22010.00;0
924524722;58;4;120;121;Sep 47;0.77;163.10;0.02;62;22011.00;0
924524724;58;3;120;121;Sep 77;0.79;163.10;0.02;62;22012.00;0
924524726;58;4;121;156;Sep 85;0.78;163.10;0.02;63;22013.00;0
924524730;58;3;121;156;Okt 28;0.83;163.10;0.02;63;22014.00;0
924524732;58;3;121;156;Okt 40;0.83;163.10;0.02;63;22015.00;0
924524734;58;3;121;156;Okt 54;0.85;163.10;0.02;63;22016.00;0
924524735;58;3;121;156;Okt 48;0.84;163.10;0.02;63;22017.00;0
924524737;59;5;123;156;Okt 26;0.80;165.31;0.02;64;22018.00;0
924524740;59;3;123;156;Okt 53;0.81;165.31;0.02;64;22019.00;0
924524742;59;3;123;156;Okt 61;0.82;165.31;0.02;64;22020.00;0
924524744;59;3;123;156;Okt 66;0.83;165.31;0.02;64;22021.00;0
924524746;59;3;123;156;Okt 66;0.84;165.31;0.02;64;22022.00;0
924524748;60;3;123;156;Okt 90;0.84;163.92;0.02;63;22023.00;0
924524750;60;4;123;156;Okt 74;0.83;163.92;0.02;63;22024.00;0
924524752;60;5;123;156;Okt 67;0.80;163.92;0.02;63;22025.00;0
924524754;60;5;123;156;Okt 57;0.79;163.92;0.02;63;22026.00;0
924524756;60;6;124;156;Okt 38;0.78;163.92;0.02;64;22027.00;0
924524758;61;5;125;156;Okt 48;0.79;162.59;0.02;64;22028.00;0
924524760;61;5;125;156;Okt 63;0.80;162.59;0.02;64;22029.00;0
924524762;61;6;125;156;Okt 71;0.81;162.59;0.02;64;22030.00;0
924524764;61;6;125;156;Okt 83;0.80;162.59;0.02;64;22031.00;0
924524766;61;6;125;156;Okt 84;0.80;162.59;0.02;64;22032.00;0
924524768;61;7;125;156;Okt 67;0.78;162.59;0.02;64;22033.00;0
924524770;61;7;125;156;Okt 48;0.77;162.59;0.02;64;22034.00;0
924524772;62;7;125;156;Okt 57;0.78;165.71;0.02;63;22035.00;0
924524774;62;7;125;156;Okt 51;0.77;165.71;0.02;63;22036.00;0
924524775;63;7;125;156;Okt 60;0.79;167.54;0.02;62;22037.00;0
924524777;64;7;125;156;Okt 68;0.78;168.17;0.02;61;22038.00;0
924524779;64;8;125;156;Okt 63;0.77;168.17;0.02;61;22039.00;0
924524781;64;7;125;156;Okt 72;0.78;168.17;0.02;61;22040.00;0
924524783;64;7;126;156;Okt 41;0.75;168.17;0.02;62;22041.00;0
924524785;64;6;126;156;Okt 29;0.74;168.17;0.02;62;22042.00;0
924524787;64;6;126;156;Okt 21;0.74;168.17;0.02;62;22043.00;0
924524789;64;7;126;156;Sep 92;0.73;168.17;0.02;62;22044.00;0
924524791;64;7;126;156;Sep 96;0.74;168.17;0.02;62;22045.00;0
924524793;65;7;126;156;Sep 83;0.74;172.03;0.02;61;22046.00;0
924524795;65;7;126;156;Sep 62;0.73;172.03;0.02;61;22047.00;0
924524796;65;6;126;156;Sep 56;0.73;172.03;0.02;61;22048.00;0
924524798;66;6;126;156;Sep 49;0.73;173.14;0.02;60;22049.00;0
924524800;66;2;126;156;Sep 75;0.75;173.14;0.02;60;22050.00;0
924524802;66;0;126;156;Sep 89;0.76;173.14;0.02;60;22051.00;0
924524804;68;0;126;156;Okt 65;0.83;175.15;0.02;58;22052.00;0
924524806;68;1;126;156;Okt 85;0.82;175.15;0.02;58;22053.00;0
924524807;68;1;126;156;Okt 82;0.82;175.15;0.02;58;22054.00;0
924524809;68;2;126;156;Okt 95;0.83;175.15;0.02;58;22055.00;0
924524811;68;1;126;156;Okt 93;0.82;175.15;0.02;58;22056.00;0
924524813;69;1;126;156;Nov 29;0.85;177.96;0.02;57;22057.00;0
924524815;69;1;126;156;Nov 39;0.85;177.96;0.02;57;22058.00;0
924524817;69;1;126;156;Nov 59;0.87;177.96;0.02;57;22059.00;0
924524819;70;1;126;156;Nov 79;0.88;178.64;0.02;56;22060.00;0
924524820;70;1;126;156;Nov 70;0.88;178.64;0.02;56;22061.00;0
924524822;70;1;126;156;Nov 83;0.90;178.64;0.02;56;22062.00;0
924524824;71;1;126;156;Nov 98;0.90;178.63;0.02;55;22063.00;0
924524825;71;1;126;156;12.00;0.91;178.63;0.02;55;22064.00;0
924524827;71;1;126;156;12. Jul;0.91;178.63;0.02;55;22065.00;0
924524829;71;2;127;156;Nov 81;0.89;178.63;0.02;56;22066.00;0
924524831;71;2;128;156;Nov 43;0.88;178.63;0.02;57;22067.00;0
924524833;71;1;128;156;Nov 19;0.85;178.63;0.02;57;22068.00;0
924524835;71;1;128;156;11. Mai;0.84;178.63;0.02;57;22069.00;0
924524836;72;2;129;156;Nov 24;0.86;177.50;0.02;57;22070.00;0
924524838;72;1;129;156;Nov 36;0.86;177.50;0.02;57;22071.00;0
924524840;72;2;129;156;11. Nov;0.84;177.50;0.02;57;22072.00;0
924524842;72;2;129;156;Okt 95;0.83;177.50;0.02;57;22073.00;0
924524843;72;2;129;156;Okt 83;0.83;177.50;0.02;57;22074.00;0
924524845;72;2;129;156;Okt 62;0.83;177.50;0.02;57;22075.00;0
924524847;73;3;130;156;Okt 72;0.83;178.10;0.02;57;22076.00;0
924524849;73;3;130;156;Okt 64;0.85;178.10;0.02;57;22077.00;0
924524851;73;4;131;156;Okt 28;0.82;178.10;0.02;58;22078.00;0
924524853;74;3;131;156;Okt 34;0.84;181.43;0.02;57;22079.00;0
924524854;74;3;131;156;10. Aug;0.82;181.43;0.02;57;22080.00;0
924524856;75;4;131;156;10. Dez;0.83;183.35;0.02;56;22081.00;0
924524858;75;4;131;156;10. Aug;0.83;183.35;0.02;56;22082.00;0
924524860;76;4;131;156;Sep 94;0.83;184.83;0.02;55;22083.00;0
924524862;76;4;131;156;Sep 90;0.82;184.83;0.02;55;22084.00;0
924524863;78;4;131;156;10. Apr;0.83;185.55;0.02;53;22085.00;0
924524865;78;4;131;156;10. Feb;0.83;185.55;0.02;53;22086.00;0
924524867;78;4;131;156;10. Mrz;0.84;185.55;0.02;53;22087.00;0
924524868;79;4;131;156;Okt 26;0.85;185.16;0.02;52;22088.00;0
924524870;79;4;131;156;Sep 92;0.84;185.16;0.02;52;22089.00;0
924524871;79;4;131;156;Sep 63;0.81;185.16;0.02;52;22090.00;0
924524873;79;4;131;156;Sep 45;0.82;185.16;0.02;52;22091.00;0
924524874;80;4;131;156;Sep 29;0.80;184.66;0.02;51;22092.00;0
924524876;80;4;131;156;Sep 20;0.79;184.66;0.02;51;22093.00;0
924524877;80;4;131;156;Sep 15;0.78;184.66;0.02;51;22094.00;0
924524879;80;3;131;156;Sep 21;0.80;184.66;0.02;51;22095.00;0
924524880;81;3;131;156;Sep 28;0.78;185.02;0.02;50;22096.00;0
924524882;81;3;131;156;Sep 24;0.76;185.02;0.02;50;22097.00;0
924524884;81;5;133;156;Aug 74;0.71;185.02;0.02;52;22098.00;0
924524886;81;4;134;156;Aug 67;0.71;185.02;0.01;53;22099.00;0
924524888;81;2;134;156;Aug 83;0.71;185.02;0.01;53;22100.00;0
924524889;81;2;134;156;Sep 34;0.75;185.02;0.01;53;22101.00;0
924524891;81;3;135;156;Sep 38;0.76;185.02;0.01;54;22102.00;0
924524892;81;4;136;156;Sep 43;0.76;185.02;0.01;55;22103.00;0
924524894;81;3;136;156;Sep 58;0.77;185.02;0.01;55;22104.00;0
924524896;82;3;136;156;10.00;0.80;185.93;0.01;54;22105.00;0
924524899;83;3;136;156;10. Sep;0.81;189.78;0.01;53;22106.00;0
924524901;83;3;136;156;10. Jun;0.80;189.78;0.01;53;22107.00;0
924524903;83;3;136;156;Sep 96;0.78;189.78;0.01;53;22108.00;0
924524904;84;3;136;156;Okt 13;0.81;189.99;0.01;52;22109.00;0
924524906;84;3;136;156;Okt 19;0.82;189.99;0.01;52;22110.00;0
924524907;84;3;136;156;10. Sep;0.81;189.99;0.01;52;22111.00;0
924524909;84;5;137;156;Sep 81;0.78;189.99;0.01;53;22112.00;0
924524911;84;5;137;156;Sep 85;0.79;189.99;0.01;53;22113.00;0
924524912;84;5;137;156;Sep 96;0.81;189.99;0.01;53;22114.00;0
924524914;85;5;137;156;10. Aug;0.82;191.04;0.01;52;22115.00;0
924524916;85;5;137;156;Sep 83;0.80;191.04;0.01;52;22116.00;0
924524917;85;6;138;156;Sep 59;0.79;191.04;0.01;53;22117.00;0
924524919;85;5;138;156;Sep 23;0.77;191.04;0.01;53;22118.00;0
924524921;85;5;138;156;Aug 75;0.72;191.04;0.01;53;22119.00;0
924524922;86;7;139;156;Aug 53;0.71;191.01;0.01;53;22120.00;0
924524924;87;6;139;156;Aug 72;0.72;190.56;0.01;52;22121.00;0
924524926;87;7;139;156;Aug 62;0.71;190.56;0.01;52;22122.00;0
924524927;88;9;139;156;Aug 75;0.71;190.85;0.01;51;22123.00;0
924524929;88;9;139;156;Aug 89;0.71;190.85;0.01;51;22124.00;0
924524930;89;10;140;156;Aug 97;0.71;190.90;0.01;51;22125.00;0
924524932;89;9;140;156;Aug 84;0.71;190.90;0.01;51;22126.00;0
924524934;89;9;140;156;Aug 87;0.72;190.90;0.01;51;22127.00;0
924524935;90;9;140;156;Aug 86;0.72;190.57;0.01;50;22128.00;0
924524937;90;9;140;156;Aug 86;0.72;190.57;0.01;50;22129.00;0
924524938;91;10;141;156;Aug 51;0.66;191.41;0.01;50;22130.00;0
924524940;92;11;143;156;Jul 99;0.61;191.26;0.01;51;22131.00;0
924524942;95;9;143;156;Aug 37;0.64;191.53;0.01;48;22132.00;0
924524944;95;9;143;156;Aug 47;0.64;191.53;0.01;48;22133.00;0
924524945;96;10;144;156;Aug 56;0.65;195.09;0.01;48;22134.00;0
924524947;96;8;144;156;Aug 82;0.67;195.09;0.01;48;22135.00;0
924524948;96;8;144;156;Sep 17;0.71;195.09;0.01;48;22136.00;0
924524950;96;8;144;156;Sep 18;0.69;195.09;0.01;48;22137.00;0
924524951;96;8;144;156;Sep 36;0.70;195.09;0.01;48;22138.00;0
924524953;96;8;144;156;Sep 42;0.71;195.09;0.01;48;22139.00;0
924524954;96;3;144;156;Sep 44;0.72;195.09;0.01;48;22140.00;0
924524956;97;1;144;156;Sep 89;0.76;194.85;0.01;47;22141.00;0
924524957;98;1;144;156;Okt 36;0.78;195.29;0.01;46;22142.00;0
924524959;98;1;144;156;Okt 62;0.82;195.29;0.01;46;22143.00;0
924524961;98;1;144;156;Okt 74;0.81;195.29;0.01;46;22144.00;0
924524962;99;1;144;156;Okt 87;0.80;194.36;0.01;45;22145.00;0
924524964;99;1;144;156;Nov 19;0.83;194.36;0.01;45;22146.00;0
924524965;99;2;145;156;Nov 27;0.82;194.36;0.01;46;22147.00;0
924524967;99;2;145;156;Nov 44;0.85;194.36;0.01;46;22148.00;0
924524969;99;2;145;156;Nov 61;0.86;194.36;0.01;46;22149.00;0
924524970;99;2;145;156;Nov 48;0.85;194.36;0.01;46;22150.00;0
924524972;99;2;145;156;Nov 27;0.86;194.36;0.01;46;22151.00;0
924524973;100;2;145;156;Nov 42;0.88;194.00;0.01;45;22152.00;0
924524975;100;2;145;156;Nov 32;0.87;194.00;0.01;45;22153.00;0
924524976;100;2;145;156;Nov 25;0.85;194.00;0.01;45;22154.00;0
924524979;101;3;146;156;Okt 91;0.81;193.49;0.01;45;22155.00;0
924524980;101;2;146;156;11. Mai;0.82;193.49;0.01;45;22156.00;0
924524982;101;2;146;156;Nov 31;0.84;193.49;0.01;45;22157.00;0
924524983;101;2;146;156;Nov 61;0.86;193.49;0.01;45;22158.00;0
924524985;101;3;147;156;Nov 23;0.83;193.49;0.01;46;22159.00;0
924524986;101;2;147;156;Nov 32;0.84;193.49;0.01;46;22160.00;0
924524988;101;2;147;156;Nov 27;0.85;193.49;0.01;46;22161.00;0
924524989;101;2;147;156;Okt 89;0.82;193.49;0.01;46;22162.00;0
924524991;101;2;147;156;Okt 83;0.82;193.49;0.01;46;22163.00;0
924524993;102;3;148;156;Okt 77;0.83;193.25;0.01;46;22164.00;0
924524995;102;2;148;156;Okt 84;0.81;193.25;0.01;46;22165.00;0
924524996;102;3;148;156;Okt 80;0.81;193.25;0.01;46;22166.00;0
924524998;102;3;148;156;Okt 82;0.83;193.25;0.01;46;22167.00;0
924524999;102;3;148;156;Okt 70;0.84;193.25;0.01;46;22168.00;0
924525000;102;3;148;156;Okt 45;0.80;193.25;0.01;46;22169.00;0
924525002;102;4;149;156;Okt 25;0.79;193.25;0.01;47;22170.00;0
924525003;103;3;149;156;Okt 35;0.79;193.87;0.01;46;22171.00;0
924525005;103;4;149;156;Okt 32;0.79;193.87;0.01;46;22172.00;0
924525006;105;4;149;156;Okt 60;0.83;193.75;0.01;44;22173.00;0
924525008;105;4;149;156;Okt 73;0.84;193.75;0.01;44;22174.00;0
924525009;105;4;149;156;Okt 70;0.83;193.75;0.01;44;22175.00;0
924525011;105;4;149;156;Okt 71;0.83;193.75;0.01;44;22176.00;0
924525012;105;4;149;156;Okt 73;0.82;193.75;0.01;44;22177.00;0
924525014;105;5;150;156;Okt 24;0.79;193.75;0.01;45;22178.00;0
924525015;105;4;150;156;Okt 26;0.81;193.75;0.01;45;22179.00;0
924525017;105;4;150;156;10.00;0.79;193.75;0.01;45;22180.00;0
924525018;105;4;150;156;Sep 68;0.76;193.75;0.01;45;22181.00;0
924525019;105;4;150;156;Sep 71;0.76;193.75;0.01;45;22182.00;0
924525021;106;4;150;156;Sep 74;0.77;193.40;0.01;44;22183.00;0
924525022;107;5;150;156;Sep 15;0.73;192.60;0.01;43;22184.00;0
924525024;108;4;150;156;09. Mai;0.71;192.36;0.01;42;22185.00;0
924525025;108;5;150;156;09. Okt;0.72;192.36;0.01;42;22186.00;0
924525026;108;6;150;156;Sep 27;0.74;192.36;0.01;42;22187.00;0
924525028;108;6;150;156;Sep 20;0.72;192.36;0.01;42;22188.00;0
924525029;108;6;150;156;Aug 78;0.69;192.36;0.01;42;22189.00;0
924525031;108;5;150;156;Aug 80;0.70;192.36;0.01;42;22190.00;0
924525032;111;3;150;156;Sep 41;0.74;194.18;0.01;39;22191.00;0
924525034;112;3;150;156;Sep 35;0.75;194.69;0.01;38;22192.00;0
924525035;112;3;150;156;Sep 24;0.76;194.69;0.01;38;22193.00;0
924525036;112;3;150;156;Aug 89;0.73;194.69;0.01;38;22194.00;0
924525038;113;2;150;156;09. Sep;0.74;196.26;0.01;37;22195.00;0
924525039;113;4;151;156;09. Mrz;0.74;196.26;0.01;38;22196.00;0
924525040;113;3;151;156;Sep 19;0.77;196.26;0.01;38;22197.00;0
924525041;113;4;151;156;Sep 38;0.76;196.26;0.01;38;22198.00;0
924525043;113;4;151;156;Sep 62;0.76;196.26;0.01;38;22199.00;0
924525044;113;4;151;156;Sep 93;0.77;196.26;0.01;38;22200.00;0
924525045;113;4;151;156;Okt 32;0.79;196.26;0.01;38;22201.00;0
924525046;113;4;151;156;Okt 64;0.81;196.26;0.01;38;22202.00;0
924525047;113;5;152;156;Okt 69;0.80;196.26;0.01;39;22203.00;0
924525049;113;5;153;156;Okt 40;0.77;196.26;0.01;40;22204.00;0
924525050;113;4;153;156;Okt 24;0.78;196.26;0.01;40;22205.00;0
924525052;113;4;153;156;Okt 16;0.78;196.26;0.01;40;22206.00;0
924525053;113;4;153;156;Sep 92;0.77;196.26;0.01;40;22207.00;0
924525054;113;4;153;156;Sep 70;0.75;196.26;0.01;40;22208.00;0
924525055;113;5;153;156;Sep 57;0.74;196.26;0.01;40;22209.00;0
924525057;113;6;153;156;Sep 61;0.73;196.26;0.01;40;22210.00;0
924525058;114;7;154;156;Sep 39;0.69;196.75;0.01;40;22211.00;0
924525060;114;7;155;156;Aug 95;0.68;196.75;0.01;41;22212.00;0
924525062;115;7;155;156;Sep 24;0.69;197.46;0.01;40;22213.00;0
924525063;115;8;156;185;09. Okt;0.69;197.46;0.01;41;22214.00;0
924525067;115;7;156;185;Sep 26;0.71;197.46;0.01;41;22215.00;0
924525068;115;7;156;185;Sep 41;0.72;197.46;0.01;41;22216.00;0
924525069;116;7;156;185;Sep 41;0.74;197.63;0.01;40;22217.00;0
924525071;116;7;156;185;Sep 18;0.72;197.63;0.01;40;22218.00;0
924525072;116;7;156;185;09. Jun;0.71;197.63;0.01;40;22219.00;0
924525073;116;7;156;185;Sep 21;0.71;197.63;0.01;40;22220.00;0
924525075;116;8;157;185;Aug 89;0.69;197.63;0.01;41;22221.00;0
924525076;116;8;157;185;Aug 94;0.69;197.63;0.01;41;22222.00;0
924525077;117;8;157;185;Aug 99;0.70;198.23;0.01;40;22223.00;0
924525079;117;8;157;185;Aug 98;0.70;198.23;0.01;40;22224.00;0
924525080;117;8;157;185;Aug 94;0.70;198.23;0.01;40;22225.00;0
924525081;117;8;157;185;Aug 99;0.72;198.23;0.01;40;22226.00;0
924525083;118;8;157;185;Sep 25;0.76;199.37;0.01;39;22227.00;0
924525084;118;9;158;185;Aug 90;0.69;199.37;0.01;40;22228.00;0
924525085;118;8;158;185;Aug 94;0.69;199.37;0.01;40;22229.00;0
924525087;118;1;158;185;Sep 28;0.72;199.37;0.01;40;22230.00;0
924525088;118;0;158;185;Sep 35;0.73;199.37;0.01;40;22231.00;0
924525090;118;1;159;185;Sep 24;0.72;199.37;0.01;41;22232.00;0
924525092;118;3;160;185;Sep 44;0.72;199.37;0.01;42;22233.00;0
924525093;118;1;160;185;Sep 87;0.74;199.37;0.01;42;22234.00;0
924525095;118;2;160;185;Okt 35;0.78;199.37;0.01;42;22235.00;0
924525096;118;2;160;185;Okt 56;0.78;199.37;0.01;42;22236.00;0
924525098;118;2;160;185;Okt 86;0.80;199.37;0.01;42;22237.00;0
924525099;119;3;161;185;Nov 14;0.79;198.76;0.01;42;22238.00;0
924525101;119;3;162;185;Okt 83;0.76;198.76;0.01;43;22239.00;0
924525102;119;2;162;185;Okt 79;0.75;198.76;0.01;43;22240.00;0
924525103;120;3;163;185;Okt 55;0.76;199.15;0.01;43;22241.00;0
924525105;120;3;163;185;Okt 74;0.79;199.15;0.01;43;22242.00;0
924525107;120;5;163;185;Okt 88;0.80;199.15;0.01;43;22243.00;0
924525108;120;5;163;185;Okt 80;0.79;199.15;0.01;43;22244.00;0
924525109;120;5;163;185;Okt 70;0.78;199.15;0.01;43;22245.00;0
924525111;120;4;163;185;Okt 65;0.79;199.15;0.01;43;22246.00;0
924525112;120;4;163;185;Okt 67;0.78;199.15;0.01;43;22247.00;0
924525114;120;4;163;185;Okt 90;0.80;199.15;0.01;43;22248.00;0
924525115;120;4;163;185;11. Feb;0.79;199.15;0.01;43;22249.00;0
924525116;120;4;163;185;11. Mai;0.79;199.15;0.01;43;22250.00;0
924525118;120;4;163;185;Nov 26;0.80;199.15;0.01;43;22251.00;0
924525119;120;4;163;185;11. Dez;0.81;199.15;0.01;43;22252.00;0
924525121;120;4;163;185;Nov 16;0.82;199.15;0.01;43;22253.00;0
924525122;120;4;163;185;Okt 78;0.81;199.15;0.01;43;22254.00;0
924525123;120;5;164;185;Okt 40;0.77;199.15;0.01;44;22255.00;0
924525125;120;4;164;185;Okt 20;0.76;199.15;0.01;44;22256.00;0
924525126;120;4;164;185;10. Mai;0.75;199.15;0.01;44;22257.00;0
924525128;120;4;164;185;Sep 92;0.75;199.15;0.01;44;22258.00;0
924525129;121;4;164;185;Sep 81;0.75;199.00;0.01;43;22259.00;0
924525131;122;5;165;185;Sep 70;0.73;198.70;0.01;43;22260.00;0
924525132;122;4;165;185;Sep 54;0.73;198.70;0.01;43;22261.00;0
924525133;122;4;165;185;Sep 54;0.71;198.70;0.01;43;22262.00;0
924525135;124;5;165;185;10. Jan;0.75;199.19;0.01;41;22263.00;0
924525136;125;5;165;185;Okt 47;0.78;198.44;0.01;40;22264.00;0
924525138;125;5;165;185;Okt 52;0.78;198.44;0.01;40;22265.00;0
924525140;125;5;165;185;Okt 40;0.76;198.44;0.01;40;22266.00;0
924525141;125;5;165;185;Okt 20;0.75;198.44;0.01;40;22267.00;0
924525142;126;5;165;185;Okt 51;0.77;198.85;0.01;39;22268.00;0
924525144;126;5;165;185;Okt 78;0.78;198.85;0.01;39;22269.00;0
924525145;126;5;165;185;11.00;0.79;198.85;0.01;39;22270.00;0
924525146;126;5;165;185;Okt 90;0.79;198.85;0.01;39;22271.00;0
924525148;126;5;165;185;Okt 86;0.78;198.85;0.01;39;22272.00;0
924525149;126;6;166;185;Okt 27;0.75;198.85;0.01;40;22273.00;0
924525150;127;7;168;185;Sep 67;0.74;198.42;0.01;41;22274.00;0
924525152;127;5;168;185;Sep 40;0.72;198.42;0.01;41;22275.00;0
924525153;127;5;168;185;Sep 14;0.72;198.42;0.01;41;22276.00;0
924525155;127;7;168;185;Aug 78;0.70;198.42;0.01;41;22277.00;0
924525156;127;8;169;185;Aug 28;0.68;198.42;0.01;42;22278.00;0
924525158;128;7;169;185;Aug 46;0.71;197.52;0.01;41;22279.00;0
924525159;128;6;169;185;Aug 52;0.71;197.52;0.01;41;22280.00;0
924525160;128;6;169;185;Aug 63;0.72;197.52;0.01;41;22281.00;0
924525161;128;6;169;185;Aug 83;0.73;197.52;0.01;41;22282.00;0
924525163;128;5;169;185;Aug 95;0.75;197.52;0.01;41;22283.00;0
924525164;128;5;169;185;09. Mrz;0.75;197.52;0.01;41;22284.00;0
924525165;128;5;169;185;09. Jul;0.76;197.52;0.01;41;22285.00;0
924525167;128;5;169;185;09. Sep;0.76;197.52;0.01;41;22286.00;0
924525168;128;6;170;185;Aug 87;0.73;197.52;0.01;42;22287.00;0
924525170;128;5;170;185;09. Feb;0.75;197.52;0.01;42;22288.00;0
924525172;128;5;170;185;09. Dez;0.75;197.52;0.01;42;22289.00;0
924525173;128;4;170;185;Sep 28;0.76;197.52;0.01;42;22290.00;0
924525174;128;4;170;185;Sep 32;0.77;197.52;0.01;42;22291.00;0
924525176;128;3;170;185;Sep 40;0.77;197.52;0.01;42;22292.00;0
924525177;128;4;170;185;Sep 82;0.79;197.52;0.01;42;22293.00;0
924525178;128;3;170;185;Sep 99;0.80;197.52;0.01;42;22294.00;0
924525179;128;3;170;185;Okt 16;0.81;197.52;0.01;42;22295.00;0
924525181;128;3;170;185;Okt 22;0.80;197.52;0.01;42;22296.00;0
924525182;128;3;170;185;10. Okt;0.79;197.52;0.01;42;22297.00;0
924525183;128;3;170;185;Sep 83;0.77;197.52;0.01;42;22298.00;0
924525186;128;4;170;185;Sep 81;0.77;197.52;0.01;42;22299.00;0
924525187;128;5;171;185;Sep 15;0.73;197.52;0.01;43;22300.00;0
924525189;128;5;171;185;09. Jul;0.73;197.52;0.01;43;22301.00;0
924525190;128;6;171;185;09. Jan;0.75;197.52;0.01;43;22302.00;0
924525191;128;6;171;185;09. Nov;0.75;197.52;0.01;43;22303.00;0
924525193;129;6;171;185;Sep 38;0.77;197.55;0.01;42;22304.00;0
924525194;129;6;171;185;Sep 40;0.76;197.55;0.01;42;22305.00;0
924525195;129;6;171;185;09. Mrz;0.73;197.55;0.01;42;22306.00;0
924525197;130;6;171;185;Aug 88;0.70;196.60;0.01;41;22307.00;0
924525198;131;6;171;185;Aug 71;0.67;196.53;0.01;40;22308.00;0
